name,start,end,length,free_flow_speed
106,109,110,812.7,16.67
107,91,127,558.4,16.67
108,17,53,378.2,16.67
109,17,137,223.7,16.67
110,112,113,392.7,16.67
111,110,112,383.0,16.67
112,110,114,540.7,16.67
113,108,133,357.3,16.67
114,88,108,537.5,16.67
115,88,134,719.4,16.67
116,70,88,687.2,16.67
117,10,122,655.0,16.67
118,49,56,930.2,16.67
119,6,122,558.4,16.67
120,100,122,735.5,16.67
121,7,11,1112.1,16.67
122,10,119,809.5,16.67
123,76,111,357.3,16.67
124,70,76,349.2,16.67
125,75,76,922.2,16.67
126,52,141,408.8,16.67
127,127,141,481.2,16.67
128,142,143,505.3,16.67
129,11,119,836.9,16.67
130,11,117,286.5,16.67
131,42,119,305.8,16.67
132,46,117,523.0,16.67
133,42,117,817.5,16.67
134,42,43,502.1,16.67
135,43,46,812.7,16.67
136,41,115,376.6,16.67
137,125,143,304.2,16.67
138,100,119,650.2,16.67
139,100,125,373.4,16.67
140,41,98,112.7,16.67
141,50,55,935.0,16.67
142,17,123,366.9,16.67
143,53,120,355.7,16.67
144,120,123,431.3,16.67
145,33,113,326.7,16.67
146,54,124,439.3,16.67
147,123,124,222.1,16.67
148,96,123,169.0,16.67
149,99,124,222.1,16.67
150,98,99,344.4,16.67
151,20,99,490.8,16.67
152,97,99,96.6,16.67
153,41,125,186.7,16.67
154,98,125,217.3,16.67
155,97,131,217.3,16.67
156,98,130,273.6,16.67
157,34,40,349.2,16.67
158,97,129,165.8,16.67
159,40,130,181.9,16.67
160,129,130,349.2,16.67
161,34,129,188.3,16.67
162,128,129,220.5,16.67
163,96,126,160.9,16.67
164,42,143,336.4,16.67
165,43,142,338.0,16.67
166,126,132,358.9,16.67
167,38,73,923.8,16.67
168,124,131,164.2,16.67
169,128,131,165.8,16.67
170,96,131,220.5,16.67
171,126,128,214.0,16.67
172,33,34,468.3,16.67
173,33,126,196.3,16.67
174,33,108,426.5,16.67
175,113,132,231.7,16.67
176,113,133,392.7,16.67
177,133,134,542.3,16.67
178,110,133,360.5,16.67
179,114,134,363.7,16.67
180,76,134,679.1,16.67
181,40,142,484.4,16.67
182,43,44,502.1,16.67
183,36,40,358.9,16.67
184,36,39,395.9,16.67
185,39,44,434.5,16.67
186,38,39,384.6,16.67
187,44,45,300.9,16.67
188,38,45,436.1,16.67
189,38,44,518.2,16.67
190,45,116,766.0,16.67
191,45,86,1015.5,16.67
192,46,116,756.4,16.67
193,86,116,1269.8,16.67
194,35,36,338.0,16.67
195,34,35,354.1,16.67
196,36,37,384.6,16.67
197,37,38,389.5,16.67
198,37,87,291.3,16.67
199,87,88,819.2,16.67
200,70,73,815.9,16.67
201,73,87,529.5,16.67
202,73,86,944.7,16.67
203,85,86,566.5,16.67
204,73,80,624.4,16.67
205,78,105,1569.1,16.67
206,77,104,1559.5,16.67
207,74,83,521.4,16.67
208,71,74,674.3,16.67
209,68,72,535.9,16.67
210,72,75,645.3,16.67
211,69,75,339.6,16.67
212,71,72,624.4,16.67
213,74,75,635.7,16.67
214,71,135,349.2,16.67
215,104,135,947.9,16.67
216,69,70,877.1,16.67
217,69,80,901.2,16.67
218,80,85,439.3,16.67
219,84,85,727.4,16.67
220,81,84,478.0,16.67
221,80,81,590.6,16.67
222,79,81,1100.8,16.67
223,81,82,803.1,16.67
224,69,82,286.5,16.67
225,82,83,365.3,16.67
226,77,83,819.2,16.67
227,77,78,787.0,16.67
228,77,79,941.5,16.67
229,111,114,679.1,16.67
230,112,136,254.3,16.67
231,132,137,144.8,16.67
232,138,140,304.2,16.67
233,136,138,416.8,16.67
234,138,139,560.1,16.67
235,90,139,424.9,16.67
236,127,138,162.5,16.67
237,96,137,355.7,16.67
238,17,127,645.3,16.67
239,137,140,341.2,16.67
240,112,140,410.4,16.67
241,2,29,614.8,16.67
242,4,118,1802.5,16.67
243,4,9,1126.5,16.67
